id_student,fuente,final_result,y_test,y_pred,modelo
599725,OULAD,Pass,1,1,regresion_logistica
575545,OULAD,Pass,1,1,regresion_logistica
614129,OULAD,Fail,0,1,regresion_logistica
607380,OULAD,Fail,0,0,regresion_logistica
476369,OULAD,Pass,1,1,regresion_logistica
309118,OULAD,Pass,1,1,regresion_logistica
539962,OULAD,Fail,0,1,regresion_logistica
485352,OULAD,Withdrawn,0,0,regresion_logistica
9000842,Experimento X sintético,Pass,1,0,regresion_logistica
570278,OULAD,Withdrawn,0,1,regresion_logistica
632559,OULAD,Pass,1,1,regresion_logistica
2606636,OULAD,Distinction,1,1,regresion_logistica
1700371,OULAD,Pass,1,1,regresion_logistica
9001489,Experimento X sintético,Fail,0,1,regresion_logistica
2614271,OULAD,Withdrawn,0,0,regresion_logistica
588597,OULAD,Fail,0,0,regresion_logistica
322184,OULAD,Withdrawn,0,0,regresion_logistica
652293,OULAD,Pass,1,1,regresion_logistica
402695,OULAD,Pass,1,0,regresion_logistica
550428,OULAD,Fail,0,1,regresion_logistica
9002280,Experimento X sintético,Pass,1,1,regresion_logistica
651942,OULAD,Pass,1,1,regresion_logistica
2698535,OULAD,Withdrawn,0,0,regresion_logistica
479892,OULAD,Withdrawn,0,0,regresion_logistica
387276,OULAD,Withdrawn,0,0,regresion_logistica
688297,OULAD,Withdrawn,0,0,regresion_logistica
470588,OULAD,Withdrawn,0,1,regresion_logistica
347518,OULAD,Withdrawn,0,0,regresion_logistica
616439,OULAD,Fail,0,0,regresion_logistica
2378591,OULAD,Fail,0,0,regresion_logistica
652442,OULAD,Fail,0,1,regresion_logistica
646169,OULAD,Distinction,1,1,regresion_logistica
526527,OULAD,Fail,0,1,regresion_logistica
534983,OULAD,Pass,1,1,regresion_logistica
586046,OULAD,Pass,1,1,regresion_logistica
305036,OULAD,Withdrawn,0,0,regresion_logistica
682546,OULAD,Withdrawn,0,0,regresion_logistica
300594,OULAD,Withdrawn,0,0,regresion_logistica
2517387,OULAD,Withdrawn,0,1,regresion_logistica
2178466,OULAD,Fail,0,0,regresion_logistica
612673,OULAD,Fail,0,0,regresion_logistica
536696,OULAD,Fail,0,1,regresion_logistica
552192,OULAD,Withdrawn,0,0,regresion_logistica
490768,OULAD,Distinction,1,1,regresion_logistica
637089,OULAD,Withdrawn,0,0,regresion_logistica
631715,OULAD,Pass,1,1,regresion_logistica
9002362,Experimento X sintético,Fail,0,1,regresion_logistica
611138,OULAD,Fail,0,0,regresion_logistica
531234,OULAD,Pass,1,0,regresion_logistica
597255,OULAD,Withdrawn,0,1,regresion_logistica
445086,OULAD,Pass,1,1,regresion_logistica
587195,OULAD,Withdrawn,0,0,regresion_logistica
2174835,OULAD,Pass,1,0,regresion_logistica
593973,OULAD,Pass,1,1,regresion_logistica
644441,OULAD,Pass,1,0,regresion_logistica
9002472,Experimento X sintético,Pass,1,1,regresion_logistica
688521,OULAD,Distinction,1,0,regresion_logistica
683273,OULAD,Fail,0,0,regresion_logistica
1901165,OULAD,Withdrawn,0,0,regresion_logistica
641609,OULAD,Fail,0,0,regresion_logistica
